country,province_state,date,confirmed_day
Chad,,2020-03-14,0
Chile,,2020-03-14,18
China,Anhui,2020-03-14,0
China,Beijing,2020-03-14,1
China,Chongqing,2020-03-14,0
China,Fujian,2020-03-14,0
China,Gansu,2020-03-14,2
China,Guangdong,2020-03-14,0
China,Guangxi,2020-03-14,0
China,Guizhou,2020-03-14,0
China,Hainan,2020-03-14,0
China,Hebei,2020-03-14,0
China,Heilongjiang,2020-03-14,0
China,Henan,2020-03-14,0
China,"Hong Kong",2020-03-14,6
China,Hubei,2020-03-14,4
China,Hunan,2020-03-14,0
China,"Inner Mongolia",2020-03-14,0
China,Jiangsu,2020-03-14,0
China,Jiangxi,2020-03-14,0
China,Jilin,2020-03-14,0
China,Liaoning,2020-03-14,0
China,Macau,2020-03-14,0
China,Ningxia,2020-03-14,0
China,Qinghai,2020-03-14,0
China,Shaanxi,2020-03-14,0
China,Shandong,2020-03-14,0
China,Shanghai,2020-03-14,7
China,Shanxi,2020-03-14,0
China,Sichuan,2020-03-14,0
China,Tianjin,2020-03-14,0
China,Tibet,2020-03-14,0
China,Xinjiang,2020-03-14,0
China,Yunnan,2020-03-14,0
China,Zhejiang,2020-03-14,12
Colombia,,2020-03-14,9
"Congo (Brazzaville)",,2020-03-14,0
"Congo (Kinshasa)",,2020-03-14,0
"Costa Rica",,2020-03-14,3
"Cote d'Ivoire",,2020-03-14,0
Croatia,,2020-03-14,6
"Diamond Princess",,2020-03-14,0
Cuba,,2020-03-14,0
Cyprus,,2020-03-14,12
Czechia,,2020-03-14,48
Denmark,"Faroe Islands",2020-03-14,6
Denmark,Greenland,2020-03-14,0
Denmark,,2020-03-14,26
Djibouti,,2020-03-14,0
"Dominican Republic",,2020-03-14,6
Ecuador,,2020-03-14,11
Egypt,,2020-03-14,29
"El Salvador",,2020-03-14,0
"Equatorial Guinea",,2020-03-14,0
Eritrea,,2020-03-14,0
Estonia,,2020-03-14,36
Eswatini,,2020-03-14,1
Ethiopia,,2020-03-14,0
Fiji,,2020-03-14,0
Finland,,2020-03-14,70
France,"French Guiana",2020-03-14,0
France,"French Polynesia",2020-03-14,0
France,Guadeloupe,2020-03-14,0
France,Mayotte,2020-03-14,0
France,"New Caledonia",2020-03-14,0
France,Reunion,2020-03-14,1
France,"Saint Barthelemy",2020-03-14,0
France,"St Martin",2020-03-14,0
France,Martinique,2020-03-14,6
France,,2020-03-14,808
Gabon,,2020-03-14,1
Gambia,,2020-03-14,0
Georgia,,2020-03-14,5
Germany,,2020-03-14,910
Ghana,,2020-03-14,3
Greece,,2020-03-14,38
Guatemala,,2020-03-14,1
Guinea,,2020-03-14,0
Guyana,,2020-03-14,0
Haiti,,2020-03-14,0
"Holy See",,2020-03-14,0
Honduras,,2020-03-14,0
Hungary,,2020-03-14,11
Iceland,,2020-03-14,22
India,,2020-03-14,20
Indonesia,,2020-03-14,27
Iran,,2020-03-14,1365
Iraq,,2020-03-14,9
Ireland,,2020-03-14,39
Israel,,2020-03-14,29
Italy,,2020-03-14,3497
Jamaica,,2020-03-14,0
Japan,,2020-03-14,72
Jordan,,2020-03-14,0
Kazakhstan,,2020-03-14,2
Kenya,,2020-03-14,0
"Korea, South",,2020-03-14,107
Kuwait,,2020-03-14,24
Kyrgyzstan,,2020-03-14,0
Latvia,,2020-03-14,9
Lebanon,,2020-03-14,16
Liberia,,2020-03-14,0
Liechtenstein,,2020-03-14,3
Lithuania,,2020-03-14,2
Luxembourg,,2020-03-14,17
Madagascar,,2020-03-14,0
Malaysia,,2020-03-14,41
Maldives,,2020-03-14,1
Malta,,2020-03-14,6
Mauritania,,2020-03-14,1
Mauritius,,2020-03-14,0
Mexico,,2020-03-14,14
Moldova,,2020-03-14,6
Monaco,,2020-03-14,0
Mongolia,,2020-03-14,0
Montenegro,,2020-03-14,0
Morocco,,2020-03-14,10
Namibia,,2020-03-14,2
Nepal,,2020-03-14,0
Netherlands,Aruba,2020-03-14,0
Netherlands,Curacao,2020-03-14,1
Netherlands,"Sint Maarten",2020-03-14,0
Netherlands,,2020-03-14,155
"New Zealand",,2020-03-14,1
Nicaragua,,2020-03-14,0
Niger,,2020-03-14,0
Nigeria,,2020-03-14,0
"North Macedonia",,2020-03-14,0
Norway,,2020-03-14,94
Oman,,2020-03-14,0
Pakistan,,2020-03-14,3
Panama,,2020-03-14,9
"Papua New Guinea",,2020-03-14,0
Paraguay,,2020-03-14,0
Peru,,2020-03-14,10
Philippines,,2020-03-14,47
Poland,,2020-03-14,35
Portugal,,2020-03-14,57
Qatar,,2020-03-14,17
Romania,,2020-03-14,34
Russia,,2020-03-14,14
Rwanda,,2020-03-14,1
"Saint Lucia",,2020-03-14,1
"Saint Vincent and the Grenadines",,2020-03-14,1
"San Marino",,2020-03-14,0
"Saudi Arabia",,2020-03-14,17
Senegal,,2020-03-14,0
Serbia,,2020-03-14,11
Seychelles,,2020-03-14,2
Singapore,,2020-03-14,12
Slovakia,,2020-03-14,12
Slovenia,,2020-03-14,40
Somalia,,2020-03-14,0
"South Africa",,2020-03-14,14
Spain,,2020-03-14,1159
"Sri Lanka",,2020-03-14,4
Sudan,,2020-03-14,0
Suriname,,2020-03-14,1
Sweden,,2020-03-14,147
Switzerland,,2020-03-14,220
Taiwan*,,2020-03-14,3
Tanzania,,2020-03-14,0
Thailand,,2020-03-14,7
Togo,,2020-03-14,0
"Trinidad and Tobago",,2020-03-14,2
Tunisia,,2020-03-14,2
Turkey,,2020-03-14,0
Uganda,,2020-03-14,0
Ukraine,,2020-03-14,0
"United Arab Emirates",,2020-03-14,0
"United Kingdom",Bermuda,2020-03-14,0
"United Kingdom","Cayman Islands",2020-03-14,0
"United Kingdom","Channel Islands",2020-03-14,0
"United Kingdom",Gibraltar,2020-03-14,0
"United Kingdom","Isle of Man",2020-03-14,0
"United Kingdom",Montserrat,2020-03-14,0
"United Kingdom",,2020-03-14,342
Uruguay,,2020-03-14,4
US,,2020-03-14,548
Uzbekistan,,2020-03-14,0
Venezuela,,2020-03-14,2
Vietnam,,2020-03-14,6
Zambia,,2020-03-14,0
Zimbabwe,,2020-03-14,0
Canada,"Diamond Princess",2020-03-14,0
Dominica,,2020-03-14,0
Grenada,,2020-03-14,0
Mozambique,,2020-03-14,0
Syria,,2020-03-14,0
Timor-Leste,,2020-03-14,0
Belize,,2020-03-14,0
Canada,Recovered,2020-03-14,0
Laos,,2020-03-14,0
Libya,,2020-03-14,0
"West Bank and Gaza",,2020-03-14,4
Guinea-Bissau,,2020-03-14,0
Mali,,2020-03-14,0
"Saint Kitts and Nevis",,2020-03-14,0
Canada,"Northwest Territories",2020-03-14,0
Canada,Yukon,2020-03-14,0
Kosovo,,2020-03-14,0
Burma,,2020-03-14,0
"United Kingdom",Anguilla,2020-03-14,0
"United Kingdom","British Virgin Islands",2020-03-14,0
"United Kingdom","Turks and Caicos Islands",2020-03-14,0
"MS Zaandam",,2020-03-14,0
Botswana,,2020-03-14,0
Afghanistan,,2020-03-15,5
Albania,,2020-03-15,4
Algeria,,2020-03-15,11
Andorra,,2020-03-15,0
Angola,,2020-03-15,0
"Antigua and Barbuda",,2020-03-15,0
Argentina,,2020-03-15,11
Armenia,,2020-03-15,8
Australia,"Australian Capital Territory",2020-03-15,0
Australia,"New South Wales",2020-03-15,22
Australia,"Northern Territory",2020-03-15,0
Australia,Queensland,2020-03-15,15
Australia,"South Australia",2020-03-15,1
Australia,Tasmania,2020-03-15,1
Australia,Victoria,2020-03-15,8
Australia,"Western Australia",2020-03-15,0
Austria,,2020-03-15,205
Azerbaijan,,2020-03-15,8
Bahamas,,2020-03-15,0
Bahrain,,2020-03-15,4
Bangladesh,,2020-03-15,2
Barbados,,2020-03-15,0
Belarus,,2020-03-15,0
Belgium,,2020-03-15,197
Benin,,2020-03-15,0
Bhutan,,2020-03-15,0
Bolivia,,2020-03-15,0
"Bosnia and Herzegovina",,2020-03-15,6
Brazil,,2020-03-15,11
Brunei,,2020-03-15,10
Bulgaria,,2020-03-15,10
"Burkina Faso",,2020-03-15,1
"Cabo Verde",,2020-03-15,0
Cambodia,,2020-03-15,0
Cameroon,,2020-03-15,0
Canada,Alberta,2020-03-15,10
Canada,"British Columbia",2020-03-15,9
Canada,"Grand Princess",2020-03-15,0
Canada,Manitoba,2020-03-15,0
Canada,"New Brunswick",2020-03-15,1
Canada,"Newfoundland and Labrador",2020-03-15,1
Canada,"Nova Scotia",2020-03-15,0
Canada,Ontario,2020-03-15,25
Canada,"Prince Edward Island",2020-03-15,1
Canada,Quebec,2020-03-15,7
Canada,Saskatchewan,2020-03-15,0
"Central African Republic",,2020-03-15,1
Chad,,2020-03-15,0
Chile,,2020-03-15,13
China,Anhui,2020-03-15,0
China,Beijing,2020-03-15,5
China,Chongqing,2020-03-15,0
China,Fujian,2020-03-15,0
China,Gansu,2020-03-15,4
China,Guangdong,2020-03-15,4
China,Guangxi,2020-03-15,0
China,Guizhou,2020-03-15,0
China,Hainan,2020-03-15,0
China,Hebei,2020-03-15,0
China,Heilongjiang,2020-03-15,0
China,Henan,2020-03-15,0
China,"Hong Kong",2020-03-15,5
China,Hubei,2020-03-15,4
China,Hunan,2020-03-15,0
China,"Inner Mongolia",2020-03-15,0
China,Jiangsu,2020-03-15,0
China,Jiangxi,2020-03-15,0
China,Jilin,2020-03-15,0
China,Liaoning,2020-03-15,0
China,Macau,2020-03-15,0
China,Ningxia,2020-03-15,0
China,Qinghai,2020-03-15,0
China,Shaanxi,2020-03-15,0
China,Shandong,2020-03-15,0
China,Shanghai,2020-03-15,0
China,Shanxi,2020-03-15,0
China,Sichuan,2020-03-15,0
China,Tianjin,2020-03-15,0
China,Tibet,2020-03-15,0
China,Xinjiang,2020-03-15,0
China,Yunnan,2020-03-15,0
China,Zhejiang,2020-03-15,4
Colombia,,2020-03-15,12
"Congo (Brazzaville)",,2020-03-15,1
"Congo (Kinshasa)",,2020-03-15,0
"Costa Rica",,2020-03-15,1
"Cote d'Ivoire",,2020-03-15,0
Croatia,,2020-03-15,11
"Diamond Princess",,2020-03-15,0
Cuba,,2020-03-15,0
Cyprus,,2020-03-15,0
Czechia,,2020-03-15,64
Denmark,"Faroe Islands",2020-03-15,2
Denmark,Greenland,2020-03-15,0
Denmark,,2020-03-15,37
Djibouti,,2020-03-15,0
"Dominican Republic",,2020-03-15,0
Ecuador,,2020-03-15,0
Egypt,,2020-03-15,1
"El Salvador",,2020-03-15,0
"Equatorial Guinea",,2020-03-15,1
Eritrea,,2020-03-15,0
Estonia,,2020-03-15,56
Eswatini,,2020-03-15,0
Ethiopia,,2020-03-15,0
Fiji,,2020-03-15,0
Finland,,2020-03-15,19
France,"French Guiana",2020-03-15,2
France,"French Polynesia",2020-03-15,0
France,Guadeloupe,2020-03-15,2
France,Mayotte,2020-03-15,1
France,"New Caledonia",2020-03-15,0
France,Reunion,2020-03-15,1
France,"Saint Barthelemy",2020-03-15,0
France,"St Martin",2020-03-15,0
France,Martinique,2020-03-15,0
France,,2020-03-15,30
Gabon,,2020-03-15,0
Gambia,,2020-03-15,0
Georgia,,2020-03-15,3
Germany,,2020-03-15,1210
Ghana,,2020-03-15,3
Greece,,2020-03-15,103
Guatemala,,2020-03-15,0
Guinea,,2020-03-15,0
Guyana,,2020-03-15,3
Haiti,,2020-03-15,0
"Holy See",,2020-03-15,0
Honduras,,2020-03-15,1
Hungary,,2020-03-15,2
Iceland,,2020-03-15,15
India,,2020-03-15,11
Indonesia,,2020-03-15,21
Iran,,2020-03-15,1209
Iraq,,2020-03-15,6
Ireland,,2020-03-15,0
Israel,,2020-03-15,58
Italy,,2020-03-15,3590
Jamaica,,2020-03-15,2
Japan,,2020-03-15,66
Jordan,,2020-03-15,7
Kazakhstan,,2020-03-15,3
Kenya,,2020-03-15,2
"Korea, South",,2020-03-15,76
Kuwait,,2020-03-15,8
Kyrgyzstan,,2020-03-15,0
Latvia,,2020-03-15,4
Lebanon,,2020-03-15,17
Liberia,,2020-03-15,0
Liechtenstein,,2020-03-15,0
Lithuania,,2020-03-15,4
Luxembourg,,2020-03-15,8
Madagascar,,2020-03-15,0
Malaysia,,2020-03-15,190
Maldives,,2020-03-15,3
Malta,,2020-03-15,3
Mauritania,,2020-03-15,0
Mauritius,,2020-03-15,0
Mexico,,2020-03-15,15
Moldova,,2020-03-15,11
Monaco,,2020-03-15,0
Mongolia,,2020-03-15,0
Montenegro,,2020-03-15,0
Morocco,,2020-03-15,11
Namibia,,2020-03-15,0
Nepal,,2020-03-15,0
Netherlands,Aruba,2020-03-15,0
Netherlands,Curacao,2020-03-15,0
Netherlands,"Sint Maarten",2020-03-15,0
Netherlands,,2020-03-15,176
"New Zealand",,2020-03-15,2
Nicaragua,,2020-03-15,0
Niger,,2020-03-15,0
Nigeria,,2020-03-15,0
"North Macedonia",,2020-03-15,0
Norway,,2020-03-15,131
Oman,,2020-03-15,3
Pakistan,,2020-03-15,22
Panama,,2020-03-15,7
"Papua New Guinea",,2020-03-15,0
Paraguay,,2020-03-15,0
Peru,,2020-03-15,5
Philippines,,2020-03-15,29
Poland,,2020-03-15,16
Portugal,,2020-03-15,76
Qatar,,2020-03-15,64
Romania,,2020-03-15,8
Russia,,2020-03-15,4
Rwanda,,2020-03-15,0
"Saint Lucia",,2020-03-15,1
"Saint Vincent and the Grenadines",,2020-03-15,0
"San Marino",,2020-03-15,21
"Saudi Arabia",,2020-03-15,0
Senegal,,2020-03-15,14
Serbia,,2020-03-15,2
Seychelles,,2020-03-15,0
Singapore,,2020-03-15,14
Slovakia,,2020-03-15,10
Slovenia,,2020-03-15,38
Somalia,,2020-03-15,0
"South Africa",,2020-03-15,13
Spain,,2020-03-15,1407
"Sri Lanka",,2020-03-15,8
Sudan,,2020-03-15,0
Suriname,,2020-03-15,0
Sweden,,2020-03-15,61
Switzerland,,2020-03-15,841
Taiwan*,,2020-03-15,6
Tanzania,,2020-03-15,0
Thailand,,2020-03-15,32
Togo,,2020-03-15,0
"Trinidad and Tobago",,2020-03-15,0
Tunisia,,2020-03-15,0
Turkey,,2020-03-15,1
Uganda,,2020-03-15,0
Ukraine,,2020-03-15,0
"United Arab Emirates",,2020-03-15,13
"United Kingdom",Bermuda,2020-03-15,0
"United Kingdom","Cayman Islands",2020-03-15,0
"United Kingdom","Channel Islands",2020-03-15,1
"United Kingdom",Gibraltar,2020-03-15,0
"United Kingdom","Isle of Man",2020-03-15,0
"United Kingdom",Montserrat,2020-03-15,0
"United Kingdom",,2020-03-15,0
Uruguay,,2020-03-15,0
US,,2020-03-15,772
Uzbekistan,,2020-03-15,1
Venezuela,,2020-03-15,8
Vietnam,,2020-03-15,3
Zambia,,2020-03-15,0
Zimbabwe,,2020-03-15,0
Canada,"Diamond Princess",2020-03-15,0
Dominica,,2020-03-15,0
Grenada,,2020-03-15,0
Mozambique,,2020-03-15,0
Syria,,2020-03-15,0
Timor-Leste,,2020-03-15,0
Belize,,2020-03-15,0
Canada,Recovered,2020-03-15,0
Laos,,2020-03-15,0
Libya,,2020-03-15,0
"West Bank and Gaza",,2020-03-15,3
Guinea-Bissau,,2020-03-15,0
Mali,,2020-03-15,0
"Saint Kitts and Nevis",,2020-03-15,0
Canada,"Northwest Territories",2020-03-15,0
Canada,Yukon,2020-03-15,0
Kosovo,,2020-03-15,0
Burma,,2020-03-15,0
"United Kingdom",Anguilla,2020-03-15,0
"United Kingdom","British Virgin Islands",2020-03-15,0
"United Kingdom","Turks and Caicos Islands",2020-03-15,0
"MS Zaandam",,2020-03-15,0
Botswana,,2020-03-15,0
Afghanistan,,2020-03-16,5
Albania,,2020-03-16,9
Algeria,,2020-03-16,6
Andorra,,2020-03-16,1
Angola,,2020-03-16,0
"Antigua and Barbuda",,2020-03-16,0
Argentina,,2020-03-16,11
Armenia,,2020-03-16,26
Australia,"Australian Capital Territory",2020-03-16,1
Australia,"New South Wales",2020-03-16,37
Australia,"Northern Territory",2020-03-16,0
Australia,Queensland,2020-03-16,7
Australia,"South Australia",2020-03-16,9
Australia,Tasmania,2020-03-16,1
Australia,Victoria,2020-03-16,14
Australia,"Western Australia",2020-03-16,11
Austria,,2020-03-16,158
Azerbaijan,,2020-03-16,5
Bahamas,,2020-03-16,1
Bahrain,,2020-03-16,0
Bangladesh,,2020-03-16,3
Barbados,,2020-03-16,0
Belarus,,2020-03-16,9
Belgium,,2020-03-16,172
Benin,,2020-03-16,1
Bhutan,,2020-03-16,0
Bolivia,,2020-03-16,1
"Bosnia and Herzegovina",,2020-03-16,1
Brazil,,2020-03-16,38
Brunei,,2020-03-16,4
Bulgaria,,2020-03-16,1
"Burkina Faso",,2020-03-16,12
"Cabo Verde",,2020-03-16,0
Cambodia,,2020-03-16,0
Cameroon,,2020-03-16,2
Canada,Alberta,2020-03-16,17
Canada,"British Columbia",2020-03-16,30
Canada,"Grand Princess",2020-03-16,0
Canada,Manitoba,2020-03-16,3
Canada,"New Brunswick",2020-03-16,4
Canada,"Newfoundland and Labrador",2020-03-16,0
Canada,"Nova Scotia",2020-03-16,5
Canada,Ontario,2020-03-16,73
Canada,"Prince Edward Island",2020-03-16,0
Canada,Quebec,2020-03-16,26
Canada,Saskatchewan,2020-03-16,5
"Central African Republic",,2020-03-16,0
Chad,,2020-03-16,0
Chile,,2020-03-16,81
China,Anhui,2020-03-16,0
China,Beijing,2020-03-16,10
China,Chongqing,2020-03-16,0
China,Fujian,2020-03-16,0
China,Gansu,2020-03-16,0
China,Guangdong,2020-03-16,1
China,Guangxi,2020-03-16,0
China,Guizhou,2020-03-16,0
China,Hainan,2020-03-16,0
China,Hebei,2020-03-16,0
China,Heilongjiang,2020-03-16,0
China,Henan,2020-03-16,0
China,"Hong Kong",2020-03-16,10
China,Hubei,2020-03-16,4
China,Hunan,2020-03-16,0
China,"Inner Mongolia",2020-03-16,0
China,Jiangsu,2020-03-16,0
China,Jiangxi,2020-03-16,0
China,Jilin,2020-03-16,0
China,Liaoning,2020-03-16,0
China,Macau,2020-03-16,1
China,Ningxia,2020-03-16,0
China,Qinghai,2020-03-16,0
China,Shaanxi,2020-03-16,0
China,Shandong,2020-03-16,0
China,Shanghai,2020-03-16,2
China,Shanxi,2020-03-16,0
China,Sichuan,2020-03-16,0
China,Tianjin,2020-03-16,0
China,Tibet,2020-03-16,0
China,Xinjiang,2020-03-16,0
China,Yunnan,2020-03-16,2
China,Zhejiang,2020-03-16,0
Colombia,,2020-03-16,20
"Congo (Brazzaville)",,2020-03-16,0
"Congo (Kinshasa)",,2020-03-16,0
"Costa Rica",,2020-03-16,8
"Cote d'Ivoire",,2020-03-16,0
Croatia,,2020-03-16,8
"Diamond Princess",,2020-03-16,0
Cuba,,2020-03-16,0
Cyprus,,2020-03-16,7
Czechia,,2020-03-16,45
Denmark,"Faroe Islands",2020-03-16,7
Denmark,Greenland,2020-03-16,1
Denmark,,2020-03-16,50
Djibouti,,2020-03-16,0
"Dominican Republic",,2020-03-16,0
Ecuador,,2020-03-16,9
Egypt,,2020-03-16,40
"El Salvador",,2020-03-16,0
"Equatorial Guinea",,2020-03-16,0
Eritrea,,2020-03-16,0
Estonia,,2020-03-16,34
Eswatini,,2020-03-16,0
Ethiopia,,2020-03-16,4
Fiji,,2020-03-16,0
Finland,,2020-03-16,33
France,"French Guiana",2020-03-16,4
France,"French Polynesia",2020-03-16,0
France,Guadeloupe,2020-03-16,3
France,Mayotte,2020-03-16,0
France,"New Caledonia",2020-03-16,0
France,Reunion,2020-03-16,2
France,"Saint Barthelemy",2020-03-16,2
France,"St Martin",2020-03-16,0
France,Martinique,2020-03-16,6
France,,2020-03-16,2134
Gabon,,2020-03-16,0
Gambia,,2020-03-16,0
Georgia,,2020-03-16,0
Germany,,2020-03-16,1477
Ghana,,2020-03-16,0
Greece,,2020-03-16,0
Guatemala,,2020-03-16,1
Guinea,,2020-03-16,0
Guyana,,2020-03-16,0
Haiti,,2020-03-16,0
"Holy See",,2020-03-16,0
Honduras,,2020-03-16,3
Hungary,,2020-03-16,7
Iceland,,2020-03-16,9
India,,2020-03-16,6
Indonesia,,2020-03-16,17
Iran,,2020-03-16,1053
Iraq,,2020-03-16,8
Ireland,,2020-03-16,40
Israel,,2020-03-16,5
Italy,,2020-03-16,3233
Jamaica,,2020-03-16,0
Japan,,2020-03-16,0
Jordan,,2020-03-16,9
Kazakhstan,,2020-03-16,1
Kenya,,2020-03-16,0
"Korea, South",,2020-03-16,74
Kuwait,,2020-03-16,11
Kyrgyzstan,,2020-03-16,0
Latvia,,2020-03-16,4
Lebanon,,2020-03-16,0
Liberia,,2020-03-16,1
Liechtenstein,,2020-03-16,0
Lithuania,,2020-03-16,5
Luxembourg,,2020-03-16,18
Madagascar,,2020-03-16,0
Malaysia,,2020-03-16,138
Maldives,,2020-03-16,0
Malta,,2020-03-16,9
Mauritania,,2020-03-16,0
Mauritius,,2020-03-16,0
Mexico,,2020-03-16,12
Moldova,,2020-03-16,0
Monaco,,2020-03-16,5
Mongolia,,2020-03-16,0
Montenegro,,2020-03-16,0
Morocco,,2020-03-16,1
Namibia,,2020-03-16,0
Nepal,,2020-03-16,0
Netherlands,Aruba,2020-03-16,0
Netherlands,Curacao,2020-03-16,0
Netherlands,"Sint Maarten",2020-03-16,0
Netherlands,,2020-03-16,278
"New Zealand",,2020-03-16,0
Nicaragua,,2020-03-16,0
Niger,,2020-03-16,0
Nigeria,,2020-03-16,0
"North Macedonia",,2020-03-16,4
Norway,,2020-03-16,112
Oman,,2020-03-16,0
Pakistan,,2020-03-16,83
Panama,,2020-03-16,12
"Papua New Guinea",,2020-03-16,0
Paraguay,,2020-03-16,2
Peru,,2020-03-16,43
Philippines,,2020-03-16,2
Poland,,2020-03-16,58
Portugal,,2020-03-16,86
Qatar,,2020-03-16,38
Romania,,2020-03-16,27
Russia,,2020-03-16,27
Rwanda,,2020-03-16,4
"Saint Lucia",,2020-03-16,0
"Saint Vincent and the Grenadines",,2020-03-16,0
"San Marino",,2020-03-16,8
"Saudi Arabia",,2020-03-16,15
Senegal,,2020-03-16,0
Serbia,,2020-03-16,7
Seychelles,,2020-03-16,1
Singapore,,2020-03-16,17
Slovakia,,2020-03-16,9
Slovenia,,2020-03-16,34
Somalia,,2020-03-16,1
"South Africa",,2020-03-16,11
Spain,,2020-03-16,2144
"Sri Lanka",,2020-03-16,10
Sudan,,2020-03-16,0
Suriname,,2020-03-16,0
Sweden,,2020-03-16,81
Switzerland,,2020-03-16,0
Taiwan*,,2020-03-16,8
Tanzania,,2020-03-16,1
Thailand,,2020-03-16,33
Togo,,2020-03-16,0
"Trinidad and Tobago",,2020-03-16,2
Tunisia,,2020-03-16,2
Turkey,,2020-03-16,12
Uganda,,2020-03-16,0
Ukraine,,2020-03-16,4
"United Arab Emirates",,2020-03-16,0
"United Kingdom",Bermuda,2020-03-16,0
"United Kingdom","Cayman Islands",2020-03-16,0
"United Kingdom","Channel Islands",2020-03-16,3
"United Kingdom",Gibraltar,2020-03-16,0
"United Kingdom","Isle of Man",2020-03-16,0
"United Kingdom",Montserrat,2020-03-16,0
"United Kingdom",,2020-03-16,403
Uruguay,,2020-03-16,4
US,,2020-03-16,1133
Uzbekistan,,2020-03-16,5
Venezuela,,2020-03-16,7
Vietnam,,2020-03-16,5
Zambia,,2020-03-16,0
Zimbabwe,,2020-03-16,0
Canada,"Diamond Princess",2020-03-16,0
Dominica,,2020-03-16,0
Grenada,,2020-03-16,0
Mozambique,,2020-03-16,0
Syria,,2020-03-16,0
Timor-Leste,,2020-03-16,0
Belize,,2020-03-16,0
Canada,Recovered,2020-03-16,0
Laos,,2020-03-16,0
Libya,,2020-03-16,0
"West Bank and Gaza",,2020-03-16,0
Guinea-Bissau,,2020-03-16,0
Mali,,2020-03-16,0
"Saint Kitts and Nevis",,2020-03-16,0
Canada,"Northwest Territories",2020-03-16,0
Canada,Yukon,2020-03-16,0
Kosovo,,2020-03-16,0
Burma,,2020-03-16,0
"United Kingdom",Anguilla,2020-03-16,0
"United Kingdom","British Virgin Islands",2020-03-16,0
"United Kingdom","Turks and Caicos Islands",2020-03-16,0
"MS Zaandam",,2020-03-16,0
Botswana,,2020-03-16,0
Afghanistan,,2020-03-17,1
Albania,,2020-03-17,4
Algeria,,2020-03-17,6
Andorra,,2020-03-17,37
Angola,,2020-03-17,0
"Antigua and Barbuda",,2020-03-17,0
Argentina,,2020-03-17,12
Armenia,,2020-03-17,26
Australia,"Australian Capital Territory",2020-03-17,0
Australia,"New South Wales",2020-03-17,39
Australia,"Northern Territory",2020-03-17,0
Australia,Queensland,2020-03-17,10
Australia,"South Australia",2020-03-17,0
Australia,Tasmania,2020-03-17,0
Australia,Victoria,2020-03-17,23
Australia,"Western Australia",2020-03-17,3
Austria,,2020-03-17,314
Azerbaijan,,2020-03-17,0
Bahamas,,2020-03-17,0
Bahrain,,2020-03-17,14
Bangladesh,,2020-03-17,2
Barbados,,2020-03-17,2
Belarus,,2020-03-17,0
Belgium,,2020-03-17,185
Benin,,2020-03-17,0
Bhutan,,2020-03-17,0
Bolivia,,2020-03-17,0
"Bosnia and Herzegovina",,2020-03-17,1
Brazil,,2020-03-17,121
Brunei,,2020-03-17,2
Bulgaria,,2020-03-17,15
"Burkina Faso",,2020-03-17,0
"Cabo Verde",,2020-03-17,0
Cambodia,,2020-03-17,26
Cameroon,,2020-03-17,6
Canada,Alberta,2020-03-17,18
Canada,"British Columbia",2020-03-17,0
Canada,"Grand Princess",2020-03-17,6
Canada,Manitoba,2020-03-17,1
Canada,"New Brunswick",2020-03-17,2
Canada,"Newfoundland and Labrador",2020-03-17,2
Canada,"Nova Scotia",2020-03-17,2
Canada,Ontario,2020-03-17,8
Canada,"Prince Edward Island",2020-03-17,0
Canada,Quebec,2020-03-17,24
Canada,Saskatchewan,2020-03-17,0
"Central African Republic",,2020-03-17,0
Chad,,2020-03-17,0
Chile,,2020-03-17,46
China,Anhui,2020-03-17,0
China,Beijing,2020-03-17,4
China,Chongqing,2020-03-17,0
China,Fujian,2020-03-17,0
China,Gansu,2020-03-17,0
China,Guangdong,2020-03-17,3
China,Guangxi,2020-03-17,1
China,Guizhou,2020-03-17,1
China,Hainan,2020-03-17,0
China,Hebei,2020-03-17,0
China,Heilongjiang,2020-03-17,0
China,Henan,2020-03-17,0
China,"Hong Kong",2020-03-17,7
China,Hubei,2020-03-17,1
China,Hunan,2020-03-17,0
China,"Inner Mongolia",2020-03-17,0
China,Jiangsu,2020-03-17,0
China,Jiangxi,2020-03-17,0
China,Jilin,2020-03-17,0
China,Liaoning,2020-03-17,0
China,Macau,2020-03-17,1
China,Ningxia,2020-03-17,0
China,Qinghai,2020-03-17,0
China,Shaanxi,2020-03-17,1
China,Shandong,2020-03-17,1
China,Shanghai,2020-03-17,3
China,Shanxi,2020-03-17,0
China,Sichuan,2020-03-17,1
China,Tianjin,2020-03-17,0
China,Tibet,2020-03-17,0
China,Xinjiang,2020-03-17,0
China,Yunnan,2020-03-17,0
China,Zhejiang,2020-03-17,1
Colombia,,2020-03-17,11
"Congo (Brazzaville)",,2020-03-17,0
"Congo (Kinshasa)",,2020-03-17,1
"Costa Rica",,2020-03-17,6
"Cote d'Ivoire",,2020-03-17,4
Croatia,,2020-03-17,8
"Diamond Princess",,2020-03-17,0
Cuba,,2020-03-17,1
Cyprus,,2020-03-17,13
Czechia,,2020-03-17,98
Denmark,"Faroe Islands",2020-03-17,29
Denmark,Greenland,2020-03-17,0
Denmark,,2020-03-17,63
Djibouti,,2020-03-17,0
"Dominican Republic",,2020-03-17,10
Ecuador,,2020-03-17,21
Egypt,,2020-03-17,46
"El Salvador",,2020-03-17,0
"Equatorial Guinea",,2020-03-17,0
Eritrea,,2020-03-17,0
Estonia,,2020-03-17,20
Eswatini,,2020-03-17,0
Ethiopia,,2020-03-17,0
